sku,segment,category,distribution_center_id,cost,retail_price,name,brand,department,id
0B890A8CA95E146AE3686E4BD3B8C9D2,Consumer,Swim,1,21.698000088334084,38.0,Universe Racer,Brand 369359,Men,28039
18F16DE5C7012D9AB4E5DE2A0DCB829B,Consumer,Swim,1,27.065919520119127,44.959999084472656,Firerock Splice Jammer Swim Suit,Brand 369359,Men,27674
BBDBF47737D418BDC77C73EF28C50A49,Consumer,Swim,1,24.840000048279759,40.0,Universe Splice Jammer,Brand 369359,Men,28167
2AB7D3B23574C3DEA2BD278AFD0939AB,Consumer,Swim,1,24.71966119429112,38.9900016784668,Square Leg Short Swim Suit,Brand 369359,Men,27445
9729C9467900E712F46044A2E54DA67F,Consumer,Swim,1,14.894039896076579,24.989999771118164,Solid Durafast Racer Swim Suit,Brand 369359,Men,27812
978F39314267ADC0E1C50DB2615B467C,Consumer,Swim,1,15.655589914467036,26.489999771118164,4-Inch Nylon Trainer-A Swim Suit,Brand 369359,Men,27487
2AF9B1A840B4ECD522FE1CDA88C8385E,Consumer,Swim,1,19.317550501902403,33.950000762939453,Solid Racer Swim Suit,Brand 369359,Men,27552
67317D6DCC4CB778AEB9219565F5456B,Consumer,Swim,1,17.850000048056245,30.0,Swim Short/Resistance Short Swim Suit,Brand 369359,Men,27466
7428F98008346BB6AA6FC92D257505AB,Consumer,Swim,1,15.075000037904829,25.0,Firerock Splice Racer Swim Suit,Brand 369359,Men,27960
213C888198806EF1A0E2BBF2F4855C6C,Consumer,Swim,1,29.408000515669585,45.950000762939446,Alliance Team Splice Jammer,Brand 369359,Men,27481
4ECBB790F241666326D31F799EB85D1E,Consumer,Swim,1,22.571750484637921,39.950000762939446,Solid Jammer Swim Suit,Brand 369359,Men,27510
8A39B5F5618C5F29CD29E10B4C15AADB,Consumer,Swim,1,16.935750499164687,28.950000762939453,Alliance Durafast Splice Racer Swim Suit,Brand 369359,Men,27976
C386CBA5332D11385672EE52D036E8C1,Consumer,Swim,1,22.824000120162964,36.0,Poly Mesh Trainer Swim Suit,Brand 369359,Men,27529
ECBC7B96B9EC7951187D0DA02230773D,Consumer,Swim,1,30.940000083297488,52.0,Great White Epic Splice Jammer Swim Suit,Brand 369359,Men,28204
B856243E684B903DE6085DC70830792A,Consumer,Swim,1,16.436200169558823,26.510000228881839,8-Inch Nylon Team Trainer Swim Suit,Brand 369359,Men,27599
D012C46243D7E2391B64B221DFCC18E3,Consumer,Swim,1,24.353911066282688,39.9900016784668,Alliance Durafast Splice Square Leg Swim Suit,Brand 369359,Men,27537
8F831227B0EB6C6D09A0555531365933,Consumer,Swim,1,15.897600255095959,27.600000381469727,Solid Durafast Jammer Swim Suit,Brand 369359,Men,27457
2EA4096FB5CD947A1AEEAD6447A922A6,Luxury,Swim,1,24.769290783516169,44.310001373291016,Cozumel Board Short,Brand 379594,Men,27809
F190C7C5AF3DB9C194E4B1A0F7326CDC,Specialty,Swim,1,30.855000037699934,55.0,Puerto Rico Merge 2 Way Stretch Boardshort,Brand 443730,Men,27874
CD42A075F19BF80F59B7D826C6C2D43D,Specialty,Swim,1,42.152548032958805,64.949996948242188,Puerto Rico Space Phantom Boardshort,Brand 443730,Men,27826
34AC42F166AAB43CE18D720C21903CDA,Specialty,Swim,1,18.082300525055079,29.450000762939453,One and Only Short Sleeve Rashguard,Brand 443730,Men,27597
4B7A9B570D5CCA47A756A4A69317BA91,Specialty,Swim,1,42.120000123977661,65.0,Phantom Con Board Short,Brand 443730,Men,28042
A8D6452AD4FEB2545D93DE0400874B63,Specialty,Swim,1,23.763200705724955,37.130001068115234,Current Embroidered Board Short,Brand 443730,Men,28131
4F67F486F9C069B4529A73C3F98642FE,Specialty,Swim,1,30.305000152438879,55.0,Render 2-Way Stretch Board Short,Brand 443730,Men,27474
3DB0C81B0A25AB06AF83BDE59115DD4B,Specialty,Swim,1,34.320000093430281,55.0,Cruise Two Way Stretch Boardshort,Brand 443730,Men,27967
3FB2E1B55397557A0F3E4370D3AE2073,Specialty,Swim,1,40.853548123028872,64.949996948242188,Nova Supersuede Boardshort,Brand 443730,Men,27784
FC2208D8522B90CF01368D83DBFE9906,Specialty,Swim,1,23.639609183508306,38.189998626708977,Copy Supersuede Boardshort,Brand 443730,Men,27813
0C9AECD2692CFE28067BB0EBA9AE409A,Specialty,Swim,1,32.572650592157991,51.950000762939446,Phantom Con Boardshorts,Brand 443730,Men,27945
84FC80BE70D6FFD85F3F172F1F8EA150,Specialty,Swim,1,34.320000093430281,55.0,Phantom 60 Boardshort,Brand 443730,Men,27450
27A1E0E31BF1A18797D26F7796F1AE4E,Specialty,Swim,1,27.585000079125169,45.0,Sets Supersuede Boardshort,Brand 443730,Men,27443
2300B63AF8665D2C9B6944135776F084,Specialty,Swim,1,21.000000052154064,35.0,One and Only Long Sleeve Rashguard,Brand 443730,Men,27471
388E1FDE50EB5883AD7B020FDB42B250,Specialty,Swim,1,38.25850017555058,59.5,Motion Phantom Boardshort,Brand 443730,Men,27903
88223ADE11C861267DCCBC28768B5003,Specialty,Swim,1,40.723648228818917,64.949996948242188,Phantom Straps Boardshort,Brand 443730,Men,28250
B110AE3636FC62AEE44893300D695F99,Specialty,Swim,1,13.918239994654655,24.079999923706051,P60 Fuse Boardshort,Brand 443730,Men,28234
258D7A491108E4E48AF85B904CEF4654,Specialty,Swim,1,25.65000009723008,45.0,Bolt Supersuede Boardshort,Brand 443730,Men,27954
28C9325A8CF6C9B1EE059630AFC5A838,Specialty,Swim,1,37.2450000513345,65.0,Puerto Rico Sands Phantom Boardshort,Brand 443730,Men,27650
159222817F81958C839F0CE1903B247B,Specialty,Swim,1,64.2000000923872,100.0,BP Fuse Boardshort,Brand 443730,Men,27571
48D876F58339D8B4ED094C76F77ED049,Specialty,Swim,1,33.660000087693334,55.0,Kontact 2 Way Stretch Boardshort,Brand 443730,Men,27994
EA0EFE8ECBC569D1E8349F2625CB6AF8,Specialty,Swim,1,34.375000102445483,55.0,Change 2 Way Stretch Boardshort,Brand 443730,Men,27546
581A6E50827B30666330B83D8D0E3F59,Specialty,Swim,1,41.2750001065433,65.0,Shutter Phantom Boardshort,Brand 443730,Men,27594
D35A992032A0224ADC8231A4FF1C8330,Specialty,Swim,1,29.550000093877319,50.0,Puerto Rico Boardshort,Brand 443730,Men,27561
DA5470B9E6792DBDC7EE450891B2945F,Specialty,Swim,1,30.500000063329932,50.0,Puerto Rico Plaid Boardshort,Brand 443730,Men,27425
91139F12AE3F102E07A6C8C7333B685D,Specialty,Swim,1,37.310000061988831,65.0,Straps Phantom Boardshort,Brand 443730,Men,27770
DF17389413B21CAB96900BE63F2C7EC4,Specialty,Swim,1,37.700000125914805,65.0,Horizon Phantom Boardshort,Brand 443730,Men,27647
436C26ABD464041EFD354BC550F76482,Specialty,Swim,1,54.001298295282567,87.949996948242173,Kinetic Phantom Boardshort,Brand 443730,Men,27979
235A4B01CCA43EAD1A2435EC19C04BAB,Specialty,Swim,1,13.13475002720952,20.75,"Blue, orange and gray board shorts",Brand 443730,Men,27834
C46AA3E64C16B0ECF6BF60161A1E1C76,Specialty,Swim,1,34.045000048354268,55.0,Surface Two Way Stretch Boardshort,Brand 443730,Men,27605
01EFE0C4FB62ADE937AFA0BDF2EA0844,Specialty,Swim,1,41.600000038743019,65.0,Phantom Block Party Fizz Boardshort,Brand 443730,Men,27790
EC67EC14E2F01A4BAEB2464A044AAEC1,Specialty,Swim,1,78.259500095620751,139.5,BP Solid Boardshort,Brand 443730,Men,27460
FE103355D7F731A557951558BA906D39,Specialty,Swim,1,96.4275004900992,149.5,4D Boardshort,Brand 443730,Men,27545
273E78EDE0FF68FCF04AA41A3DD8D36B,Specialty,Swim,1,36.270000133663416,65.0,Dimension Phantom Boardshort,Brand 443730,Men,27498
3708D4192EC0D016F3DA6CC2871131CE,Specialty,Swim,1,32.230000058189034,55.0,Void 2 Way Stretch Boardshort,Brand 443730,Men,27847
20BD92D00294780CA1AA5DCBB4474E36,Specialty,Swim,1,24.885000139474869,45.0,Supersuede Future Boardshort,Brand 443730,Men,27910
678B164AF814E464DA11645ECC25BC28,Specialty,Swim,1,82.693848367973771,139.44999694824219,4d Solid Phantom Boardshort,Brand 443730,Men,27825
1FDD72B9FC6717195F76EA7C0783FA25,Specialty,Swim,1,38.805000095162541,65.0,Puerto Rico Road Phantom Boardshort,Brand 443730,Men,27452
3E8D386863A55823DB6767A73DCDD8F6,Specialty,Swim,1,27.810000032186508,45.0,Fragment Supersuede Boardshort,Brand 443730,Men,27634
4DA9E81F4BB667B11E3B1064B10FB2C3,Specialty,Swim,1,37.09680057706386,59.450000762939446,Cool By The Pool Boardwalk Short,Brand 443730,Men,28127
7F6667B99574125F65BA90C88D3C6CC3,Specialty,Swim,1,40.950000053271651,65.0,Phantom Lynx Board Short,Brand 443730,Men,27530
234D9CDB375D458CF93FB427A55DA75F,Specialty,Swim,1,40.7550001423806,65.0,Hex Phantom Boardshort,Brand 443730,Men,27566
B6ECAC22311CCB4C6370BE154552F3E5,Specialty,Swim,1,41.86000008136034,65.0,P60 Kings Road Boardshort,Brand 443730,Men,27442
3AF72C083DDB534A6FE310BC744B5809,Specialty,Swim,1,26.28000003285706,45.0,Amigo Supersuede Boardshort,Brand 443730,Men,27653
45E0C0AB1B34C475F4729D0E2B42A142,Specialty,Swim,1,23.739500060735736,39.5,Young Men's Solid Boardshort,Brand 443730,Men,27420
1DFBAC99BFB6D351EFE1814D7339E9D9,Consumer,Swim,1,41.491500101750717,69.5,Swimming Trunks Bathing Suit Tropical Fish,Brand 469977,Men,28251
597626EEBEEFC042AFB36A69A049696D,Consumer,Swim,1,12.593699872187525,19.989999771118164,Athletic-Fit Swim Trunks - Cool Designs Available,Brand 477468,Men,27586
FCEC608F0259E123AA4C88A4A51ABC50,Specialty,Swim,1,24.662000007927418,38.0,9 Inch Paneled Pipe Boardshort,Brand 602350,Men,27558
3F12CC3464D7A80A7706F970DC254BB7,Luxury,Swim,1,30.576000072062016,52.0,SW6707 - Paraggi - Photo-Print Front Sunga Cut Swimsuit,Brand 642892,Men,28135
11E7A6A3701B0A2593FAEF99048A2C86,Luxury,Swim,1,33.1020000949502,54.0,Buzio - Brazilian Mesh Sunga - White or Black,Brand 642892,Men,27916
A5A3663282AC29D27F5C633C87383CAD,Luxury,Swim,1,34.44000006467104,56.0,Brazilian Sunga Swimwear with Stripes,Brand 642892,Men,27758
381A4C3E139CD966CEF9407AB2419A9A,Luxury,Swim,1,28.652000144124031,52.0,Napoli - Square Cut Swim Trunk,Brand 642892,Men,28001
9C200F8828F730CA04DA43D74D2ADA6E,Luxury,Swim,1,32.448000088334084,52.0,Parati - Mesh Sunga Swimwear - Orange Lime or Lemon,Brand 642892,Men,27692
0BA41B0D638CE6603BA3187AF10EA9CA,Luxury,Swim,1,27.855000039562583,45.0,Palermo - Stretchy Super Mesh Low Rise European Cut Bikini,Brand 642892,Men,27862
DA7327E0425C9F9B80F95ABEBEA29C3A,Luxury,Swim,1,29.712000042200089,48.0,Red White and Blue Sunga Cut Swimming Trunks,Brand 642892,Men,27922
352DECC1E8F3D97FCDB53AF60CBE1F53,Luxury,Swim,1,34.343999996781349,54.0,Araial - Brazilian Sunga Bikini with Solid Black Back,Brand 642892,Men,27958
F1E9E809306242B3CF6803CEC01D1771,Luxury,Swim,1,32.000000029802322,50.0,Brasrod - Brazilian Sunga Black Swimsuit,Brand 642892,Men,28017
F6A0809B7F72D3310DC58FF04B5FADD8,Luxury,Swim,1,30.4200000949204,52.0,Brazilian Asymmetrical Wave Sunga Two Toned Asymmetrical Wave Sunga Swimwear,Brand 642892,Men,28125
C82D64A97A01AC0869FCB90CD22B96C0,Consumer,Swim,1,16.5510000474751,27.0,Cheek Trunk Light Blue,Brand 713988,Men,28241
C7710CAFF9842968FAC74321FD95B77C,Consumer,Swim,1,12.892000023275614,22.0,Bulge Thong,Brand 713988,Men,27642
119E3B320ED9A4694E5173C3B64591F1,Specialty,Swim,1,23.160000070929527,40.0,Plaid Swim Trunks,Brand 754451,Men,28025
E52265108325DAB81AB318B51C5C83A1,Luxury,Swim,1,93.670000229030848,145.0,Spanish Calder Swim Shorts,Brand 759962,Men,27946
4E111A3FE1958D7F4C0215BBA108DF0E,Luxury,Swim,1,73.579999953508363,130.0,Calder 7.5 Swim Shorts,Brand 759962,Men,27630
F25A418B357E97B19BCC1A3EDA1AC864,Consumer,Swim,1,10.652729893707184,16.989999771118164,Boardshorts - Isla Palms,Brand 813517,Men,27490
DA08A1D5B8F673D4CEAAD3B9EF9A17DE,Consumer,Swim,1,10.958549908068775,16.989999771118164,Hybrid Boardshorts - Surfer Postcard Print,Brand 813517,Men,27635
20BA096F2D3DA322ED843F6A4BEE9A91,Specialty,Swim,1,32.77800009213388,54.0,Swami Short,Brand 858891,Men,27527
30C395DCC0E469D351859F1E0499BD16,Specialty,Swim,1,34.9379999935627,54.0,Full Elastic Shorts,Brand 858891,Men,27827
E0034A76C1F340348A2AC9ABF6FC7A85,Specialty,Swim,1,23.85772114352018,37.9900016784668,Salty Boardie Short,Brand 858891,Men,27734
81DD4DF7529A4765132F4425191D1715,Specialty,Swim,1,31.80799999833107,56.0,S03-07 - ICON2 Low Rise Quick Dry Swim Shorts - Black Mystic Pink or Blue,Brand 864231,Men,27912
6B36917C087C21E48531EA1309AC0147,Luxury,Swim,1,7.7528997905719068,12.899999618530272,New Sexy Center Patch Thong Swimsuit,Brand 908883,Men,27883
731D1FFC634F4E5AC44B01592B12A0AD,Luxury,Swim,1,24.301429875726747,40.569999694824219,Swim Square Cut Trunk,Brand 908883,Men,27988
04D81FCED5C98DD0927231751561D1FE,Luxury,Swim,1,8.53459979249686,13.899999618530272,New Sexy Center Patch Bikini Swimsuit,Brand 908883,Men,27596
0410F7A88C51CC43C5B987D4CAF2406A,Luxury,Swim,1,20.251110723703505,35.970001220703125,Sexy Bandana Brazilian Cut Swimwear,Brand 908883,Men,28168
FBF697A2B5EED2F138A85082A119B815,Luxury,Swim,1,32.886000096797943,58.0,102625 - Magnetic - Sexy and Quick Drying Bikini Brief Swimwear,Brand 908883,Men,27902
13F23623684F53A45A8560F79CCE5411,Luxury,Swim,1,7.27559982406497,12.899999618530272,New Sexy Center Patch Bikini Swimsuit,Brand 908883,Men,27633
8B9845FA0B5CE34FB2DE2050A0BB1353,Luxury,Swim,1,18.475440709737541,33.470001220703125,Atlantic Biker Cut Swimwear,Brand 908883,Men,28196
7184CCB00D0D0660DC447BACF4EAFBBE,Luxury,Swim,1,8.359199777412412,12.899999618530272,New Sexy Center Patch Bikini Swimsuit,Brand 908883,Men,27720
F414BBF6BE1465190EFF64BBA29DE004,Luxury,Swim,1,21.024000026285648,36.0,Side Buckle Easy Access Bikini Brief Swimwear- White Navy or Red,Brand 928844,Men,28067
13EFEC348E66852991BC20ED97CAA574,Consumer,Swim,1,17.857199192422627,32.349998474121094,Board Shorts,Brand 975976,Men,28198
E5F69A36D50C3CB60DC35E49A62F4F24,Specialty,Swim,1,11.120000034570694,20.0,Low Rise Bikini Swimwear,Brand 998711,Men,28066
1A7F33274089FEFF1BAEF7286B95FE0E,Specialty,Swim,1,20.672000063583251,34.0,Black Dynasty - Floral Design Swim Trunks,Brand 998711,Men,27926
37E9B839EEB8B2D3C484E37C548DCCAE,Consumer,Jeans,1,108.4449998527998,205.0,Waterman Relaxed Grey Jean,Brand 086596,Men,21084
6C19FEC38725C11D5983F36ECF92F93A,Consumer,Jeans,1,95.274999937973917,185.0,Waterman Relaxed Soft Jean,Brand 086596,Men,21266
2077DC004452E1DBD5C28850979CC1CB,Consumer,Jeans,1,110.69999981671572,205.0,Waterman Relaxed Fit Straight Leg Jean,Brand 086596,Men,21412
2E0894DB9AC21B8645FDC4170B736F79,Consumer,Jeans,1,20.007999995723367,41.0,5 Pocket Jean,Brand 103645,Men,21459
BE800FF41F5C4AA73D8C082D2E00A186,Consumer,Jeans,1,39.095999971032143,72.0,Gripper Denim Pant,Brand 131279,Men,20870
2CFC7C2A1EABAFF9FDCC09B009E8EDAD,Consumer,Jeans,1,33.659999944269657,68.0,Miner Denim Pant,Brand 131279,Men,21443
60F09441616A048EDF3779D152C31930,Consumer,Jeans,1,35.617398337931277,66.949996948242188,Jean,Brand 131279,Men,21470
C7CFBF9F79F5B277B5D74E2419C60A50,Consumer,Jeans,1,35.380748340535924,72.949996948242173,Constrictor Hesh Denim Pant,Brand 131279,Men,20963
600A4D6403D3914E1E24B13808BD4BD4,Consumer,Jeans,1,21.661919717410505,42.979999542236328,Relaxed Fit Big & Tall Stonewashed Jeans,Brand 134659,Men,21385
6AD352975D2F1649B553212E0B61731F,Consumer,Jeans,1,17.005140800614505,34.9900016784668,Slim Skinny Fit Five pocket Jean,Brand 178616,Men,20658
480EF4CE7904FA0EAC8EB77266AE3EFD,Consumer,Jeans,1,23.891999982297421,44.0,Stone Washed Carpenter Jean,Brand 178616,Men,20577
B7F5D38AAA4E8A553F49C085EE06BB15,Consumer,Jeans,1,22.702400458326931,40.540000915527344,Regular Straight Fit Five Pocket Jean,Brand 178616,Men,20763
C947C73DEF1AF5E6A675C4C06F2FBD79,Consumer,Jeans,1,20.126230545551032,38.630001068115234,Industrial Workhorse Jean,Brand 178616,Men,20752
A34B94370B856A83F1AF1FC45AF2DE5B,Consumer,Jeans,1,21.224099162664825,40.349998474121087,Relaxed Fit Double Knee Workhorse Jean,Brand 178616,Men,20705
8F5C8ACFEBC4073FFD8F56522D137223,Consumer,Jeans,1,19.567600538598,37.630001068115234,Relaxed Fit Duck Carpenter Jean,Brand 178616,Men,20576
0129A222FE10C9896DB191C537694699,Consumer,Jeans,1,18.536160459153503,35.040000915527344,Staydark(tm) Jean,Brand 178616,Men,21062
331BD2A196C2BB4218EEB9546578DD20,Consumer,Jeans,1,24.776459889904093,46.6599998474121,Sanded Duck Double Knee Jean,Brand 178616,Men,20640
EF368049651BC5781718A8D879D9CD24,Consumer,Jeans,1,14.548300402783603,29.450000762939453,Regular Fit 5-Pocket Rigid Jean,Brand 178616,Men,20583
24F5F1B33C54FC7383DCB331A82C259D,Consumer,Jeans,1,17.535000005736947,35.0,Carpenter Jean Relaxed Fit,Brand 178616,Men,20623
A8FEB808CBE90C69DEC9D4F78C9529B6,Consumer,Jeans,1,18.325920447753667,35.040000915527344,Loose Fit Carpenter Jean,Brand 178616,Men,20616
C828991BF51544CF79C2141168C359C7,Consumer,Jeans,1,33.329350917568057,58.9900016784668,Relaxed fit flame resistant jean,Brand 178616,Men,21603
24271026C7965E9B45AA5FB1A82C6648,Consumer,Jeans,1,19.217360646359023,35.720001220703125,Relaxed Fit Industrial Carpenter Jean,Brand 178616,Men,20630
BA979247885FFF1BF52C5788244B492F,Consumer,Jeans,1,20.82399994507432,38.0,Industrial Relaxed Fit Jeans,Brand 178616,Men,20652
E09FDFFE648A30658A9657BBED7B2388,Consumer,Jeans,1,18.042359908569008,31.989999771118164,Relaxed Straight Fit Bull Denim Jean,Brand 178616,Men,20833
065F16A07047AE1C3B0C4AB8DA87FE8E,Consumer,Jeans,1,23.564159888334721,40.9099998474121,Relaxed fit flannel-lined pocket jean,Brand 178616,Men,20601
36222948D5AC949BD725F62F1D1BD796,Consumer,Jeans,1,23.478520572158992,42.380001068115234,Loose straight fit five pocket jean,Brand 178616,Men,20663
0773717EBCC38123D5C85E7C95045B8D,Consumer,Jeans,1,18.156240846852064,36.2400016784668,Relaxed straight fit five pocket jean,Brand 178616,Men,20710
E41BBD4AF5DA30044B88DC9AB711C5B2,Consumer,Jeans,1,26.439840143274367,54.180000305175774,Slim Straight Fit Five Pocket Jean,Brand 178616,Men,20615
EF80AF910FA07870E25B1A4C86D10402,Consumer,Jeans,1,26.449999964097515,50.0,Slim Straight Fit Bull Denim Jean,Brand 178616,Men,21212
84CDB613B1461CEBF9F3218BE972E46E,Consumer,Jeans,1,16.811279490412474,30.959999084472656,Regular Fit 5-Pocket Stone Washed Jean,Brand 178616,Men,20628
57902633A9B75C60DD351CD33856950B,Consumer,Jeans,1,35.002530934331268,63.9900016784668,Relaxed fit flame resistant carpenter jean,Brand 178616,Men,20858
9B28C32A2FA00D78F5625807177A3DB0,Consumer,Jeans,1,27.51450037704036,53.950000762939446,Wilshire Basic Overdye Jean,Brand 180029,Men,20923
CAF5DD77448C8A7214415FF71E11C103,Consumer,Jeans,1,31.611750401880592,55.950000762939446,Wilshire Basic Pants,Brand 180029,Men,21179
C2D32D8333661A46D3259350B8471B65,Consumer,Jeans,1,34.119748842163013,64.989997863769531,Theotis Beasley Fairfax Signature Jean,Brand 180029,Men,21094
CB2B01A7F6FB5DA3ED42BE4FCF80E4BE,Consumer,Jeans,1,32.040068872269543,64.989997863769531,Alameda Jeans - Stain Black,Brand 180029,Men,21271
F75D99DDA3AF0D6A958FA06F2019D674,Luxury,Jeans,1,24.24999987706542,50.0,Elastic-Waist Jeans,Brand 233002,Men,21515
C7CCA85FB808FF22D4196D92A56B94A0,Luxury,Jeans,1,26.199999963864684,50.0,Loose Fit Jeans,Brand 233002,Men,21377
C11F285561275C64ED465F50580089AC,Consumer,Jeans,1,32.295449220481515,58.189998626708977,Gordie Straight Leg Jean,Brand 305077,Men,21383
1ECB6468735BDE11B1D125B787158088,Consumer,Jeans,1,48.705999951809645,98.0,Gordie Loose Fit Jean,Brand 305077,Men,20933
A4CD5806822664852AC9B3E8B8B71576,Consumer,Jeans,1,48.412368724265249,85.989997863769531,Gordie Straight Leg Jean,Brand 305077,Men,20860
0EE4791BC282B18C03AB31072FFBBECD,Consumer,Jeans,1,47.689999854192138,95.0,Grayson Relaxed Fit Jean,Brand 305077,Men,20835
3CA7176898AFC20F480ADFA00AB194BD,Consumer,Jeans,1,43.349999981001019,75.0,Konrad Slim Fit Jean,Brand 305077,Men,21206
9A568A2AA8C19A3155607F84137D92A8,Consumer,Jeans,1,43.55999992787838,88.0,Grayson Relaxed Fit Jean,Brand 305077,Men,21036
574656B5B645C38245AD6F1A1D1F4C7A,Consumer,Jeans,1,56.799999810755246,100.0,Straight Leg jean,Brand 305077,Men,20874
5178DB2466FC5AD9F0F2354A3F504D82,Consumer,Jeans,1,52.33199995290488,98.0,Zac Flap Relaxed Fit Denim Jeans Medium Light Blue,Brand 305077,Men,21293
D064F3519426DCD30114B900431FC044,Consumer,Jeans,1,34.080261485708647,69.9800033569336,Dark Wash Nash Straight Leg Jeans,Brand 305077,Men,21312
6B967FE2534E4C3E13A69881876A9CDF,Consumer,Jeans,1,44.284999975934632,85.0,Grayson Relaxed Fit Jean,Brand 305077,Men,20911
92CAD8E05CA788DC7475183DD19C959B,Consumer,Jeans,1,55.369999948889017,98.0,Zac Perfect Fit Jean,Brand 305077,Men,20885
F40FE967870174DED9323BAE71C5CE50,Consumer,Jeans,1,44.460000079125166,90.0,Grayson Heritage Straight Leg Jean,Brand 305077,Men,20821
EAE6B5D089D0B287174DF2742875B515,Consumer,Jeans,1,43.859999906271696,85.0,Straight Leg Jean,Brand 305077,Men,21122
08A060A61B90A099B277CE6A1982DFBB,Consumer,Jeans,1,51.489999946206808,95.0,Zac Relaxed Fit Jean,Brand 305077,Men,20803
08C04A234C59ED654221CD34078A489F,Consumer,Jeans,1,33.852599202373625,62.689998626708977,Straight Denim Jean,Brand 305077,Men,21343
