"id","total_lessons","remaining_lessons","purchase_date","price_paid","customer_id","package_type"
302,5,0,"2026-05-15",55.00,126,"YOGA"
295,3,0,"2026-05-12",40.00,1745,"YOGA"
301,1,0,"2026-05-12",5.00,1742,"MEDITATION"
300,1,0,"2026-05-12",5.00,1742,"MEDITATION"
299,5,0,"2026-05-12",55.00,1742,"YOGA"
298,10,1,"2026-05-12",100.00,1743,"YOGA"
296,3,0,"2026-05-12",40.00,1744,"YOGA"
297,1,0,"2026-05-12",5.00,1744,"MEDITATION"
294,1,0,"2026-05-10",5.00,1748,"MEDITATION"
292,3,0,"2026-05-10",40.00,1748,"YOGA"
290,3,0,"2026-05-10",40.00,1618,"YOGA"
291,1,0,"2026-05-10",5.00,1618,"MEDITATION"
293,1,0,"2026-05-10",5.00,1748,"MEDITATION"
280,5,0,"2026-05-09",55.00,2513,"YOGA"
285,3,0,"2026-05-09",40.00,2516,"YOGA"
278,1,0,"2026-05-09",15.00,2508,"YOGA"
279,1,0,"2026-05-09",5.00,2508,"MEDITATION"
288,5,0,"2026-05-09",20.00,509,"MEDITATION"
286,5,0,"2026-05-09",20.00,78,"MEDITATION"
284,3,0,"2026-05-09",40.00,2511,"YOGA"
287,10,0,"2026-05-09",100.00,78,"YOGA"
283,3,0,"2026-05-09",40.00,2512,"YOGA"
282,1,0,"2026-05-09",5.00,2513,"MEDITATION"
281,1,0,"2026-05-09",5.00,2513,"MEDITATION"
275,1,0,"2026-05-09",5.00,2510,"MEDITATION"
274,1,0,"2026-05-09",15.00,2510,"YOGA"
289,5,0,"2026-05-09",20.00,511,"MEDITATION"
276,1,0,"2026-05-09",15.00,2509,"YOGA"
277,1,0,"2026-05-09",5.00,2509,"MEDITATION"
268,1,0,"2026-05-08",15.00,1503,"YOGA"
258,3,0,"2026-05-08",40.00,1714,"YOGA"
264,3,0,"2026-05-08",40.00,2003,"YOGA"
254,5,0,"2026-05-08",55.00,453,"YOGA"
259,1,0,"2026-05-08",5.00,1714,"MEDITATION"
270,3,0,"2026-05-08",40.00,1502,"YOGA"
261,5,0,"2026-05-08",20.00,1715,"MEDITATION"
256,5,0,"2026-05-08",55.00,455,"YOGA"
263,3,0,"2026-05-08",40.00,4842,"YOGA"
266,3,0,"2026-05-08",40.00,2001,"YOGA"
262,5,0,"2026-05-08",55.00,509,"YOGA"
255,5,0,"2026-05-08",55.00,364,"YOGA"
273,1,0,"2026-05-08",5.00,1501,"MEDITATION"
267,3,0,"2026-05-08",40.00,2000,"YOGA"
257,5,0,"2026-05-08",20.00,455,"MEDITATION"
265,3,0,"2026-05-08",40.00,2002,"YOGA"
269,1,0,"2026-05-08",5.00,1503,"MEDITATION"
260,3,0,"2026-05-08",40.00,1715,"YOGA"
272,1,0,"2026-05-08",5.00,1501,"MEDITATION"
271,5,0,"2026-05-08",55.00,1501,"YOGA"
252,1,0,"2026-05-06",5.00,4791,"MEDITATION"
248,5,0,"2026-05-06",55.00,456,"YOGA"
249,1,0,"2026-05-06",5.00,456,"MEDITATION"
250,3,0,"2026-05-06",40.00,4789,"YOGA"
251,3,0,"2026-05-06",40.00,4791,"YOGA"
253,1,0,"2026-05-06",5.00,4791,"MEDITATION"
244,1,0,"2026-05-04",5.00,325,"MEDITATION"
243,5,0,"2026-05-04",55.00,325,"YOGA"
246,1,0,"2026-05-04",5.00,4756,"MEDITATION"
242,5,0,"2026-05-04",20.00,21,"MEDITATION"
247,1,0,"2026-05-04",15.00,4758,"YOGA"
241,5,0,"2026-05-04",55.00,21,"YOGA"
245,3,0,"2026-05-04",40.00,4753,"YOGA"
237,3,0,"2026-05-02",40.00,4739,"YOGA"
236,1,0,"2026-05-02",5.00,4740,"MEDITATION"
233,10,0,"2026-05-02",100.00,4737,"YOGA"
234,5,0,"2026-05-02",55.00,4740,"YOGA"
235,1,0,"2026-05-02",5.00,4740,"MEDITATION"
240,1,0,"2026-05-02",15.00,4746,"YOGA"
239,3,0,"2026-05-02",40.00,4745,"YOGA"
238,1,0,"2026-05-02",5.00,4739,"MEDITATION"
229,1,0,"2026-05-01",5.00,4729,"MEDITATION"
232,1,0,"2026-05-01",5.00,4733,"MEDITATION"
231,3,0,"2026-05-01",40.00,4733,"YOGA"
230,10,0,"2026-05-01",100.00,4731,"YOGA"
228,3,0,"2026-05-01",40.00,4729,"YOGA"
227,1,0,"2026-05-01",15.00,2841,"YOGA"
226,1,0,"2026-05-01",5.00,2831,"MEDITATION"
225,5,0,"2026-05-01",55.00,2831,"YOGA"
224,1,0,"2026-05-01",5.00,2820,"MEDITATION"
223,3,0,"2026-05-01",40.00,2820,"YOGA"
221,5,0,"2026-05-01",20.00,1691,"MEDITATION"
220,5,0,"2026-05-01",55.00,1691,"YOGA"
222,5,0,"2026-05-01",55.00,1642,"YOGA"
219,5,0,"2026-05-01",20.00,215,"MEDITATION"
218,5,0,"2026-05-01",55.00,215,"YOGA"
214,1,0,"2026-04-30",15.00,1714,"YOGA"
216,1,0,"2026-04-30",15.00,1715,"YOGA"
215,1,0,"2026-04-30",5.00,1714,"MEDITATION"
217,1,0,"2026-04-30",5.00,1715,"MEDITATION"
210,3,0,"2026-04-29",40.00,1718,"YOGA"
209,1,0,"2026-04-29",5.00,1689,"MEDITATION"
208,3,0,"2026-04-29",40.00,1689,"YOGA"
207,5,0,"2026-04-29",20.00,207,"MEDITATION"
213,1,0,"2026-04-29",5.00,1719,"MEDITATION"
212,3,0,"2026-04-29",40.00,1719,"YOGA"
211,1,0,"2026-04-29",5.00,1718,"MEDITATION"
206,3,0,"2026-04-29",40.00,207,"YOGA"
197,1,0,"2026-04-28",5.00,1617,"MEDITATION"
205,3,0,"2026-04-28",40.00,1642,"YOGA"
204,1,0,"2026-04-28",5.00,1625,"MEDITATION"
203,3,0,"2026-04-28",40.00,1625,"YOGA"
202,5,0,"2026-04-28",20.00,1624,"MEDITATION"
200,5,0,"2026-04-28",20.00,1623,"MEDITATION"
201,5,0,"2026-04-28",55.00,1624,"YOGA"
198,1,0,"2026-04-28",5.00,1617,"MEDITATION"
196,3,0,"2026-04-28",40.00,1617,"YOGA"
199,5,0,"2026-04-28",55.00,1623,"YOGA"
194,3,0,"2026-04-27",40.00,1621,"YOGA"
195,1,0,"2026-04-27",5.00,1621,"MEDITATION"
189,3,0,"2026-04-27",40.00,1615,"YOGA"
192,5,0,"2026-04-27",55.00,1619,"YOGA"
188,1,0,"2026-04-27",5.00,1614,"MEDITATION"
187,3,0,"2026-04-27",40.00,1614,"YOGA"
193,5,0,"2026-04-27",20.00,1619,"MEDITATION"
191,1,0,"2026-04-27",5.00,1615,"MEDITATION"
190,1,0,"2026-04-27",5.00,1615,"MEDITATION"
186,5,0,"2026-04-26",55.00,125,"YOGA"
184,5,0,"2026-04-26",55.00,458,"YOGA"
183,5,0,"2026-04-26",20.00,458,"MEDITATION"
182,5,0,"2026-04-26",55.00,114,"YOGA"
181,5,0,"2026-04-26",20.00,114,"MEDITATION"
185,1,0,"2026-04-26",5.00,125,"MEDITATION"
178,3,0,"2026-04-25",40.00,3118,"YOGA"
177,3,0,"2026-04-25",40.00,3111,"YOGA"
171,3,0,"2026-04-24",40.00,1687,"YOGA"
176,3,0,"2026-04-24",40.00,3090,"YOGA"
173,5,0,"2026-04-24",55.00,3087,"YOGA"
175,1,0,"2026-04-24",15.00,3076,"YOGA"
174,1,0,"2026-04-24",15.00,3078,"YOGA"
172,5,0,"2026-04-24",55.00,3081,"YOGA"
169,1,0,"2026-04-22",15.00,1689,"YOGA"
170,3,0,"2026-04-22",40.00,1691,"YOGA"
167,5,0,"2026-04-22",55.00,1673,"YOGA"
168,5,0,"2026-04-22",55.00,1675,"YOGA"
165,3,0,"2026-04-21",40.00,1479,"YOGA"
164,1,0,"2026-04-21",15.00,1480,"YOGA"
166,3,0,"2026-04-21",40.00,1478,"YOGA"
163,3,0,"2026-04-21",40.00,1488,"YOGA"
161,3,0,"2026-04-20",40.00,430,"YOGA"
162,3,0,"2026-04-20",40.00,436,"YOGA"
158,5,0,"2026-04-19",50.00,416,"YOGA"
159,5,0,"2026-04-19",55.00,4908,"YOGA"
154,3,0,"2026-04-19",40.00,330,"YOGA"
153,3,0,"2026-04-19",40.00,326,"YOGA"
155,5,0,"2026-04-19",50.00,334,"YOGA"
156,1,0,"2026-04-19",15.00,336,"YOGA"
157,5,0,"2026-04-19",50.00,336,"YOGA"
150,5,0,"2026-04-18",50.00,207,"YOGA"
151,3,0,"2026-04-18",40.00,458,"YOGA"
152,5,0,"2026-04-18",50.00,343,"YOGA"
149,3,0,"2026-04-17",40.00,114,"YOGA"
148,1,0,"2026-04-17",15.00,115,"YOGA"
144,5,0,"2026-04-16",50.00,124,"YOGA"
147,3,0,"2026-04-16",40.00,123,"YOGA"
145,5,0,"2026-04-16",50.00,126,"YOGA"
146,1,0,"2026-04-16",15.00,125,"YOGA"
142,10,0,"2026-04-15",100.00,1611,"YOGA"
143,1,0,"2026-04-15",15.00,1612,"YOGA"
141,3,0,"2026-04-15",40.00,1610,"YOGA"
138,5,0,"2026-04-14",50.00,1605,"YOGA"
137,5,0,"2026-04-14",50.00,6,"YOGA"
140,3,0,"2026-04-14",40.00,1607,"YOGA"
139,3,0,"2026-04-14",40.00,1606,"YOGA"
136,5,0,"2026-04-14",50.00,78,"YOGA"
130,1,0,"2026-04-13",15.00,458,"YOGA"
135,3,0,"2026-04-13",40.00,452,"YOGA"
132,5,0,"2026-04-13",50.00,456,"YOGA"
131,1,0,"2026-04-13",15.00,457,"YOGA"
134,5,0,"2026-04-13",50.00,453,"YOGA"
133,5,0,"2026-04-13",50.00,455,"YOGA"
128,5,0,"2026-04-11",50.00,692,"YOGA"
123,1,0,"2026-04-11",15.00,696,"YOGA"
126,5,0,"2026-04-11",50.00,694,"YOGA"
129,1,0,"2026-04-11",15.00,691,"YOGA"
125,3,0,"2026-04-11",40.00,695,"YOGA"
124,1,0,"2026-04-11",15.00,696,"YOGA"
127,5,0,"2026-04-11",50.00,693,"YOGA"
120,3,0,"2026-04-10",40.00,3019,"YOGA"
119,5,0,"2026-04-10",50.00,2563,"YOGA"
118,3,0,"2026-04-10",40.00,1842,"YOGA"
122,3,0,"2026-04-10",40.00,364,"YOGA"
121,5,0,"2026-04-10",50.00,169,"YOGA"
115,5,0,"2026-04-09",50.00,4831,"YOGA"
113,5,0,"2026-04-09",50.00,4900,"YOGA"
117,3,0,"2026-04-09",40.00,1842,"YOGA"
116,3,0,"2026-04-09",40.00,1837,"YOGA"
114,5,0,"2026-04-09",50.00,4870,"YOGA"
112,3,0,"2026-04-08",40.00,3019,"YOGA"
111,5,0,"2026-04-08",50.00,205,"YOGA"
110,3,0,"2026-04-08",40.00,3,"YOGA"
109,1,0,"2026-04-07",15.00,230,"YOGA"
102,3,0,"2026-04-07",40.00,961,"YOGA"
101,3,0,"2026-04-07",40.00,959,"YOGA"
108,3,0,"2026-04-07",40.00,228,"YOGA"
107,3,0,"2026-04-07",40.00,225,"YOGA"
106,1,0,"2026-04-07",15.00,224,"YOGA"
105,10,0,"2026-04-07",100.00,216,"YOGA"
104,5,0,"2026-04-07",50.00,220,"YOGA"
103,3,0,"2026-04-07",40.00,979,"YOGA"
100,5,0,"2026-04-03",50.00,714,"YOGA"
98,3,0,"2026-04-03",40.00,712,"YOGA"
99,3,0,"2026-04-03",40.00,716,"YOGA"
97,5,0,"2026-04-02",50.00,215,"YOGA"
96,5,0,"2026-04-02",50.00,325,"YOGA"
95,3,0,"2026-04-01",40.00,836,"YOGA"
89,3,0,"2026-04-01",40.00,343,"YOGA"
90,10,0,"2026-04-01",100.00,159,"YOGA"
93,3,0,"2026-04-01",40.00,650,"YOGA"
92,1,0,"2026-04-01",15.00,1567,"YOGA"
91,3,0,"2026-04-01",40.00,1765,"YOGA"
94,3,0,"2026-04-01",40.00,778,"YOGA"
87,3,0,"2026-03-29",40.00,232,"YOGA"
86,3,0,"2026-03-29",40.00,240,"YOGA"
88,5,0,"2026-03-29",50.00,416,"YOGA"
84,1,0,"2026-03-23",15.00,1605,"YOGA"
85,3,0,"2026-03-23",40.00,1482,"YOGA"
81,3,0,"2026-03-21",40.00,1598,"YOGA"
83,10,0,"2026-03-21",100.00,208,"YOGA"
82,5,0,"2026-03-21",50.00,1600,"YOGA"
80,1,0,"2026-03-21",15.00,1596,"YOGA"
76,5,0,"2026-03-18",50.00,125,"YOGA"
79,3,0,"2026-03-18",40.00,1594,"YOGA"
77,10,0,"2026-03-18",100.00,21,"YOGA"
78,1,0,"2026-03-18",15.00,883,"YOGA"
73,1,0,"2026-03-17",15.00,863,"YOGA"
74,3,0,"2026-03-17",40.00,865,"YOGA"
72,3,0,"2026-03-17",40.00,1517,"YOGA"
75,3,0,"2026-03-17",40.00,876,"YOGA"
68,3,0,"2026-03-16",40.00,364,"YOGA"
67,3,0,"2026-03-16",40.00,207,"YOGA"
69,3,0,"2026-03-16",40.00,1332,"YOGA"
71,3,0,"2026-03-16",40.00,1515,"YOGA"
70,1,0,"2026-03-16",15.00,1509,"YOGA"
66,10,0,"2026-03-14",100.00,48,"YOGA"
61,3,0,"2026-03-13",40.00,188,"YOGA"
65,5,0,"2026-03-13",50.00,611,"YOGA"
63,3,0,"2026-03-13",40.00,607,"YOGA"
64,3,0,"2026-03-13",40.00,609,"YOGA"
62,3,0,"2026-03-13",40.00,606,"YOGA"
54,3,0,"2026-03-12",40.00,517,"YOGA"
57,1,0,"2026-03-12",15.00,527,"YOGA"
59,5,0,"2026-03-12",50.00,964,"YOGA"
58,3,0,"2026-03-12",40.00,963,"YOGA"
60,3,0,"2026-03-12",40.00,962,"YOGA"
55,3,0,"2026-03-12",40.00,525,"YOGA"
56,3,0,"2026-03-12",40.00,526,"YOGA"
53,1,0,"2026-03-11",15.00,609,"YOGA"
52,3,0,"2026-03-11",40.00,607,"YOGA"
51,10,0,"2026-03-10",100.00,276,"YOGA"
47,3,0,"2026-03-10",40.00,260,"YOGA"
46,10,0,"2026-03-10",100.00,314,"YOGA"
50,3,0,"2026-03-10",40.00,267,"YOGA"
48,1,0,"2026-03-10",15.00,261,"YOGA"
49,3,0,"2026-03-10",40.00,265,"YOGA"
45,3,0,"2026-03-09",40.00,188,"YOGA"
42,1,0,"2026-03-09",15.00,120,"YOGA"
43,3,0,"2026-03-09",40.00,145,"YOGA"
44,3,0,"2026-03-09",40.00,202,"YOGA"
41,5,0,"2026-03-08",50.00,6,"YOGA"
40,3,0,"2026-03-06",40.00,159,"YOGA"
33,1,0,"2026-03-06",15.00,608,"YOGA"
34,3,0,"2026-03-06",40.00,609,"YOGA"
39,3,0,"2026-03-06",40.00,208,"YOGA"
37,5,0,"2026-03-06",50.00,169,"YOGA"
36,10,0,"2026-03-06",100.00,389,"YOGA"
31,3,0,"2026-03-06",40.00,606,"YOGA"
32,5,0,"2026-03-06",50.00,607,"YOGA"
30,3,0,"2026-03-06",40.00,598,"YOGA"
35,3,0,"2026-03-06",40.00,627,"YOGA"
38,10,0,"2026-03-06",100.00,78,"YOGA"
29,10,0,"2026-03-05",100.00,597,"YOGA"
