"id","customer_id","order_date","total_amount"
3237,15,"2026-06-15 23:28:53.125887",9.99
3236,15,"2026-06-15 23:28:39.158499",9.99
3235,110,"2026-06-15 23:27:47.586873",19.29
3234,440,"2026-06-15 23:26:54.272067",17.99
3233,440,"2026-06-15 23:26:44.498678",15.49
3232,440,"2026-06-15 23:25:11.006018",36.99
3231,439,"2026-06-15 23:24:35.755301",14.99
3230,439,"2026-06-15 23:24:20.16386",16.80
3229,438,"2026-06-15 23:23:30.423757",13.99
3228,438,"2026-06-15 23:23:21.256593",8.99
3227,438,"2026-06-15 23:23:12.329822",18.99
3226,360,"2026-06-15 23:22:22.10628",14.49
3225,360,"2026-06-15 23:22:15.573309",8.99
3224,216,"2026-06-15 23:20:17.890103",24.49
3223,216,"2026-06-15 23:20:08.237789",32.99
3222,351,"2026-06-15 23:18:09.157164",8.99
3221,351,"2026-06-15 23:17:52.592371",14.50
3220,164,"2026-06-15 23:16:48.507528",17.49
3219,31,"2026-06-15 23:15:29.50136",10.73
3218,31,"2026-06-15 23:15:18.598371",12.49
3217,31,"2026-06-15 23:15:08.778534",9.99
3216,338,"2026-06-15 23:14:05.39757",8.99
3215,338,"2026-06-15 23:13:48.188454",20.99
3214,262,"2026-06-15 23:12:20.343672",22.49
3213,262,"2026-06-15 23:12:05.345097",11.99
3212,262,"2026-06-15 23:11:16.946827",24.51
3211,56,"2026-06-15 23:07:15.954591",19.29
3210,56,"2026-06-15 23:07:05.896241",16.80
3209,52,"2026-06-15 23:05:30.266148",7.99
3208,6,"2026-06-15 23:04:15.374231",24.51
3207,6,"2026-06-15 23:04:06.741279",16.80
3206,3,"2026-06-15 23:03:24.375885",24.51
3205,82,"2026-06-15 23:01:36.253578",16.49
3204,27,"2026-06-14 23:19:07.219921",11.99
3203,27,"2026-06-14 23:19:06.300726",12.99
3202,293,"2026-06-14 23:18:13.4925",19.29
3201,293,"2026-06-14 23:18:06.123085",11.99
3200,293,"2026-06-14 23:18:04.73903",12.99
3199,265,"2026-06-14 23:17:14.21753",16.99
3198,271,"2026-06-14 23:16:11.786397",8.99
3197,271,"2026-06-14 23:16:00.072441",11.99
3196,271,"2026-06-14 23:15:58.67237",12.99
3195,163,"2026-06-14 23:15:11.684389",9.49
3194,65,"2026-06-14 23:13:52.488014",13.99
3193,174,"2026-06-14 23:12:39.185683",24.49
3192,66,"2026-06-14 23:10:45.807174",14.50
3191,93,"2026-06-14 23:10:07.348507",14.50
3190,93,"2026-06-14 23:09:52.048122",11.99
3189,93,"2026-06-14 23:09:48.749209",12.99
3188,75,"2026-06-14 23:08:58.197487",8.99
3187,75,"2026-06-14 23:08:27.960341",9.99
3186,168,"2026-06-14 23:07:25.413049",8.99
3185,36,"2026-06-13 22:06:32.941677",11.69
3184,36,"2026-06-13 22:06:05.359453",19.29
3183,83,"2026-06-13 22:04:53.406894",20.99
3182,269,"2026-06-13 22:03:48.144821",9.49
3181,269,"2026-06-13 22:03:31.542138",13.99
3180,269,"2026-06-13 22:03:23.292731",12.99
3179,182,"2026-06-13 22:02:42.473851",11.69
3178,42,"2026-06-13 22:00:39.691494",11.99
3177,42,"2026-06-13 22:00:22.471844",20.99
3176,175,"2026-06-13 21:57:45.610064",8.99
3175,175,"2026-06-13 21:57:34.36496",10.99
3174,34,"2026-06-13 21:56:16.216051",19.29
3173,34,"2026-06-13 21:56:03.799214",14.49
3172,264,"2026-06-13 21:54:52.825975",19.29
3171,264,"2026-06-13 21:54:44.360563",8.99
3170,64,"2026-06-13 21:53:51.907979",13.49
3169,64,"2026-06-13 21:53:42.940996",8.99
3168,220,"2026-06-12 22:44:13.043723",22.49
3167,220,"2026-06-12 22:43:47.455014",19.29
3166,334,"2026-06-12 22:42:59.221811",11.79
3165,334,"2026-06-12 22:42:32.786411",14.50
3164,386,"2026-06-12 22:41:35.089473",13.99
3163,386,"2026-06-12 22:40:43.485315",15.00
3162,374,"2026-06-12 22:39:41.667252",13.99
3161,374,"2026-06-12 22:39:40.11793",12.99
3160,374,"2026-06-12 22:39:37.150461",7.90
3159,306,"2026-06-12 22:38:32.316031",9.49
3158,306,"2026-06-12 22:38:25.2573",8.99
3157,306,"2026-06-12 22:38:11.641594",16.99
3156,392,"2026-06-12 22:37:16.047412",14.50
3155,205,"2026-06-12 22:36:00.219417",20.99
3154,205,"2026-06-12 22:35:29.72803",31.95
3153,213,"2026-06-12 22:34:35.644187",11.99
3152,213,"2026-06-12 22:34:34.123113",12.99
3151,437,"2026-06-11 20:39:55.96217",19.99
3150,437,"2026-06-11 20:39:49.899436",12.49
3149,437,"2026-06-11 20:39:46.257662",13.95
3148,436,"2026-06-11 20:38:44.390337",36.99
3147,436,"2026-06-11 20:38:33.231127",24.49
3146,179,"2026-06-11 20:37:39.738722",14.50
3145,179,"2026-06-11 20:37:22.539872",35.99
3144,179,"2026-06-11 20:37:01.551729",9.99
3143,179,"2026-06-11 20:36:59.609675",12.49
3142,23,"2026-06-11 20:36:03.217697",9.49
3141,23,"2026-06-11 20:35:52.88869",36.99
3140,23,"2026-06-11 20:35:43.438591",18.99
3139,23,"2026-06-11 20:35:37.56256",14.00
3138,23,"2026-06-11 20:35:36.016868",12.99
3137,169,"2026-06-11 20:34:30.345449",11.99
3136,169,"2026-06-11 20:34:29.069041",12.99
3135,169,"2026-06-11 20:34:26.156715",36.99
3134,184,"2026-06-11 20:33:16.060154",19.99
3133,184,"2026-06-11 20:32:53.57198",19.29
3132,289,"2026-06-11 20:31:23.965",31.95
3131,289,"2026-06-11 20:31:12.421902",20.99
3130,118,"2026-06-11 20:29:30.003675",19.29
3129,118,"2026-06-11 20:29:04.574072",31.95
3128,118,"2026-06-11 20:28:53.20982",11.99
3127,118,"2026-06-11 20:28:51.611307",12.99
3126,104,"2026-06-11 20:27:07.505407",14.50
3125,104,"2026-06-11 20:26:52.941376",8.99
3124,104,"2026-06-11 20:26:25.074592",31.95
3123,290,"2026-06-11 20:25:20.08911",22.49
3122,290,"2026-06-11 20:24:35.701992",8.99
3121,290,"2026-06-11 20:24:16.486199",31.95
3120,149,"2026-06-11 20:22:53.421534",31.95
3119,149,"2026-06-11 20:22:35.504771",19.26
3118,149,"2026-06-11 20:22:17.926758",8.99
3117,149,"2026-06-11 20:22:15.330726",13.99
3116,344,"2026-06-11 20:19:56.64876",16.80
3115,344,"2026-06-11 20:19:48.126692",35.99
3114,344,"2026-06-11 20:19:19.342225",20.99
3113,344,"2026-06-11 20:19:07.580864",31.95
3112,114,"2026-06-11 20:17:25.961747",5.24
3111,114,"2026-06-11 20:17:04.308607",14.99
3110,387,"2026-06-11 20:14:10.38046",31.95
3109,387,"2026-06-11 20:13:51.707628",15.99
3108,387,"2026-06-11 20:13:08.694768",11.99
3107,419,"2026-06-11 20:10:56.438913",19.29
3106,419,"2026-06-11 20:10:46.744904",31.95
3105,419,"2026-06-11 20:10:05.557897",8.99
3104,247,"2026-06-11 20:08:42.92075",8.99
3103,247,"2026-06-11 20:08:23.002776",12.99
3102,247,"2026-06-11 20:07:56.907027",31.95
3101,122,"2026-06-11 20:06:34.04998",20.99
3100,122,"2026-06-11 20:04:44.283181",8.99
3099,122,"2026-06-11 20:04:16.409184",16.80
3098,122,"2026-06-11 20:03:48.108447",22.49
3097,122,"2026-06-11 20:03:26.81846",14.00
3096,122,"2026-06-11 20:03:18.302127",13.50
3095,101,"2026-06-11 20:01:36.274744",16.39
3094,101,"2026-06-11 19:59:38.613182",31.95
3093,360,"2026-06-10 21:31:03.713834",8.99
3092,360,"2026-06-10 21:30:42.363852",22.49
3091,96,"2026-06-10 21:29:28.745173",16.49
3090,96,"2026-06-10 21:28:58.198151",19.29
3089,96,"2026-06-10 21:28:48.659728",9.49
3088,29,"2026-06-10 21:27:08.114955",14.50
3087,29,"2026-06-10 21:26:51.689999",31.95
3086,29,"2026-06-10 21:26:20.282524",13.29
3085,29,"2026-06-10 21:26:10.987143",19.29
3084,68,"2026-06-10 21:24:55.972883",18.49
3083,68,"2026-06-10 21:24:46.91997",18.99
3082,328,"2026-06-10 21:23:39.271901",45.00
3081,328,"2026-06-10 21:23:32.650804",22.49
3080,212,"2026-06-10 21:22:20.455037",18.99
3079,212,"2026-06-10 21:22:10.610217",12.49
3078,435,"2026-06-09 19:46:09.085026",7.99
3077,435,"2026-06-09 19:45:37.063325",18.99
3076,435,"2026-06-09 19:45:25.615607",22.49
3075,434,"2026-06-09 19:44:37.282156",14.49
3074,434,"2026-06-09 19:44:30.852733",12.49
3073,434,"2026-06-09 19:44:26.007917",12.99
3072,433,"2026-06-09 19:43:24.279705",8.99
3071,433,"2026-06-09 19:43:13.630789",26.99
3070,260,"2026-06-09 19:42:10.197794",14.99
3069,260,"2026-06-09 19:41:54.480656",25.99
3068,258,"2026-06-09 19:40:45.688648",18.99
3067,258,"2026-06-09 19:40:36.742447",15.29
3066,326,"2026-06-09 19:39:33.386393",14.99
3065,326,"2026-06-09 19:39:21.176431",10.99
3064,240,"2026-06-09 19:38:19.918888",9.49
3063,240,"2026-06-09 19:37:41.603213",31.95
3062,240,"2026-06-09 19:37:23.079715",13.99
3061,311,"2026-06-09 19:35:43.582961",15.99
3060,311,"2026-06-09 19:35:38.066269",18.99
3059,311,"2026-06-09 19:35:22.478554",8.99
3058,204,"2026-06-09 19:34:29.747929",15.99
3057,204,"2026-06-09 19:33:50.884154",9.99
3056,33,"2026-06-09 19:31:53.61287",23.10
3055,33,"2026-06-09 19:31:31.981559",9.49
3054,33,"2026-06-09 19:31:21.145104",16.80
3053,387,"2026-06-09 19:30:19.594984",14.50
3052,387,"2026-06-09 19:30:08.4676",16.98
3051,387,"2026-06-09 19:30:01.711495",16.80
3050,259,"2026-06-09 19:28:05.009614",9.99
3049,259,"2026-06-09 19:27:16.240087",11.99
3048,356,"2026-06-09 19:26:16.223574",8.99
3047,356,"2026-06-09 19:25:45.56294",8.99
3046,356,"2026-06-09 19:25:37.111576",13.99
3045,356,"2026-06-09 19:25:33.746685",12.99
3044,178,"2026-06-09 19:23:25.288939",18.99
3043,178,"2026-06-09 19:23:11.104704",9.59
3042,178,"2026-06-09 19:22:48.021888",16.99
3041,237,"2026-06-09 19:21:46.216149",19.29
3040,237,"2026-06-09 19:20:38.855024",12.99
3039,320,"2026-06-09 19:19:23.577701",8.99
3038,320,"2026-06-09 19:19:12.751641",31.95
3037,365,"2026-06-09 19:16:43.16875",11.69
3036,365,"2026-06-09 19:16:12.334855",8.99
3035,365,"2026-06-09 19:16:03.445008",11.99
3034,183,"2026-06-09 19:15:08.900035",14.50
3033,183,"2026-06-09 19:14:50.239603",8.99
3032,183,"2026-06-09 19:14:18.471468",16.98
3031,192,"2026-06-09 19:12:38.982513",11.99
3030,192,"2026-06-09 19:12:20.228009",19.26
3029,192,"2026-06-09 19:12:02.808284",31.95
3028,199,"2026-06-09 19:10:41.638083",9.49
3027,199,"2026-06-09 19:10:17.984055",8.99
3026,199,"2026-06-09 19:10:07.356718",14.99
3025,199,"2026-06-09 19:09:58.16384",8.99
3024,401,"2026-06-09 19:08:35.154535",14.49
3023,401,"2026-06-09 19:08:21.143133",36.99
3022,425,"2026-06-09 19:07:21.525498",13.99
3021,425,"2026-06-09 19:07:07.85512",14.49
3020,425,"2026-06-09 19:06:51.621442",8.99
3019,319,"2026-06-09 19:05:12.58422",9.49
3018,319,"2026-06-09 19:04:53.156666",14.99
3017,319,"2026-06-09 19:04:44.946766",11.89
3016,37,"2026-06-09 19:03:01.594525",8.99
3015,37,"2026-06-09 19:02:46.419039",19.26
3014,180,"2026-06-09 19:00:37.389096",24.49
3013,180,"2026-06-09 19:00:17.784883",36.99
3012,180,"2026-06-09 19:00:06.114531",25.00
3011,203,"2026-06-08 20:20:24.782583",8.99
3010,203,"2026-06-08 20:20:20.809009",14.49
3009,203,"2026-06-08 20:20:15.880489",6.99
3008,203,"2026-06-08 20:20:10.44128",12.99
3007,203,"2026-06-08 20:20:05.486244",8.99
3006,410,"2026-06-08 20:18:31.562033",20.49
3005,410,"2026-06-08 20:18:10.89852",17.99
3004,72,"2026-06-08 20:16:31.126722",19.29
3003,72,"2026-06-08 20:15:37.615244",34.99
3002,72,"2026-06-08 20:15:23.588425",8.99
3001,85,"2026-06-08 20:13:14.032232",19.29
3000,85,"2026-06-08 20:13:02.530256",22.49
2999,4,"2026-06-08 20:10:14.320763",36.99
2998,4,"2026-06-08 20:09:49.98069",8.99
2997,4,"2026-06-08 20:09:23.401208",14.00
2996,114,"2026-06-08 20:08:06.142717",22.49
2995,114,"2026-06-08 20:07:13.89745",31.95
2994,114,"2026-06-08 20:07:03.121586",11.49
2993,114,"2026-06-08 20:06:47.694517",9.99
2992,114,"2026-06-08 20:06:38.222182",9.99
2991,114,"2026-06-08 20:06:25.727327",11.99
2990,114,"2026-06-08 20:06:21.662321",12.99
2989,371,"2026-06-08 20:04:52.42181",19.49
2988,371,"2026-06-08 20:04:33.773761",8.99
2987,167,"2026-06-08 20:02:51.475387",14.00
2986,167,"2026-06-08 20:02:36.335245",11.69
2985,167,"2026-06-08 20:02:09.088966",19.29
2984,309,"2026-06-08 20:00:29.882366",9.99
2983,309,"2026-06-08 20:00:07.74726",14.50
2982,6,"2026-06-08 19:58:45.073227",11.59
2981,432,"2026-06-07 15:23:44.93854",15.99
2980,432,"2026-06-07 15:23:24.351461",18.49
2979,432,"2026-06-07 15:22:48.609332",14.99
2978,431,"2026-06-07 15:22:03.797695",10.99
2977,431,"2026-06-07 15:21:54.609471",9.99
2976,430,"2026-06-07 15:21:20.851953",22.99
2975,430,"2026-06-07 15:21:13.835674",9.93
2974,430,"2026-06-07 15:21:07.181091",11.89
2973,338,"2026-06-07 15:19:31.452369",14.50
2972,338,"2026-06-07 15:19:24.488394",11.89
2971,338,"2026-06-07 15:19:16.330513",11.99
2970,123,"2026-06-07 15:17:55.914015",14.99
2969,123,"2026-06-07 15:17:43.241759",28.33
2968,339,"2026-06-07 15:16:24.123802",8.99
2967,339,"2026-06-07 15:16:14.97683",11.79
2966,339,"2026-06-07 15:15:58.252864",9.99
2965,87,"2026-06-07 15:14:03.812125",11.89
2964,87,"2026-06-07 15:13:52.865559",31.95
2963,73,"2026-06-07 15:12:27.158959",9.93
2962,159,"2026-06-07 15:10:03.026746",19.29
2961,388,"2026-06-07 15:08:12.369487",8.99
2960,388,"2026-06-07 15:08:06.625521",14.50
2959,388,"2026-06-07 15:07:59.185891",27.20
2958,173,"2026-06-07 15:06:57.309687",15.49
2957,173,"2026-06-07 15:06:37.312186",11.49
2956,370,"2026-06-07 15:03:50.406676",13.79
2955,370,"2026-06-07 15:03:41.314322",45.00
2954,218,"2026-06-07 15:02:19.156035",8.99
2953,218,"2026-06-07 15:01:43.621196",11.69
2952,218,"2026-06-07 15:01:25.846531",14.99
2951,218,"2026-06-07 15:01:16.16991",31.95
2950,109,"2026-06-07 14:46:16.619499",15.29
2949,109,"2026-06-07 14:46:02.455632",8.49
2948,100,"2026-06-07 14:44:48.076671",14.50
2947,100,"2026-06-07 14:44:41.253613",8.99
2946,100,"2026-06-07 14:44:35.298894",27.20
2945,11,"2026-06-07 14:43:21.314774",11.79
2944,11,"2026-06-07 14:43:11.976414",12.99
2943,7,"2026-06-07 14:41:48.297521",14.79
2942,323,"2026-06-07 14:40:46.18568",15.49
2941,229,"2026-06-07 14:40:00.774362",11.79
2940,229,"2026-06-07 14:39:46.600646",13.99
2939,229,"2026-06-07 14:39:40.503226",12.99
2938,289,"2026-06-07 14:34:20.92879",11.99
2937,289,"2026-06-07 14:34:17.197516",13.49
2936,289,"2026-06-07 14:34:04.597007",19.29
2935,164,"2026-06-07 14:31:35.481326",22.99
2934,164,"2026-06-07 14:31:09.007531",16.39
2933,164,"2026-06-07 14:30:56.176986",14.50
2932,375,"2026-06-07 14:29:19.413228",14.79
2931,375,"2026-06-07 14:29:02.613735",9.49
2930,375,"2026-06-07 14:28:50.896956",13.99
2929,390,"2026-06-07 14:26:58.996759",19.29
2928,390,"2026-06-07 14:26:45.646649",22.49
2927,390,"2026-06-07 14:26:31.687379",34.99
2926,390,"2026-06-07 14:26:20.847136",14.99
2925,389,"2026-06-07 14:25:20.842837",25.99
2924,389,"2026-06-07 14:24:54.194109",19.29
2923,389,"2026-06-07 14:24:39.127631",22.49
2922,389,"2026-06-07 14:24:28.113463",19.99
2921,94,"2026-06-07 14:23:03.053865",16.39
2920,94,"2026-06-07 14:22:29.732274",19.29
2919,94,"2026-06-07 14:22:20.04558",19.26
2918,391,"2026-06-07 14:21:13.868605",31.95
2917,391,"2026-06-07 14:20:36.745703",19.29
2916,193,"2026-06-07 14:17:38.6667",11.89
2915,193,"2026-06-07 14:17:25.703519",27.49
2914,193,"2026-06-07 14:17:15.821744",36.99
2913,323,"2026-06-07 14:15:42.18102",11.99
2912,323,"2026-06-07 14:15:17.646004",9.99
2911,323,"2026-06-07 14:15:02.699489",11.99
2910,21,"2026-06-07 14:13:39.346391",9.49
2909,21,"2026-06-07 14:13:01.787932",13.99
2908,21,"2026-06-07 14:12:54.145681",26.96
2907,21,"2026-06-07 14:12:35.546477",19.29
2906,131,"2026-06-07 14:10:46.974802",16.80
2905,131,"2026-06-07 14:09:52.646378",14.99
2904,131,"2026-06-07 14:09:39.340456",31.95
2903,131,"2026-06-07 14:09:05.046884",9.99
2902,329,"2026-06-07 14:07:58.243343",13.99
2901,329,"2026-06-07 14:07:21.364723",36.99
2900,329,"2026-06-07 14:07:08.79874",21.99
2899,329,"2026-06-07 14:07:00.582443",11.99
2898,113,"2026-06-07 14:04:46.063053",9.49
2897,113,"2026-06-07 14:04:33.866408",16.99
2896,113,"2026-06-07 14:04:09.096313",19.29
2895,113,"2026-06-07 14:03:56.456033",12.99
2894,17,"2026-06-07 11:22:42.844029",14.00
2893,17,"2026-06-07 11:21:21.178262",11.99
2892,17,"2026-06-07 11:21:11.466662",9.99
2891,332,"2026-06-07 11:19:14.293942",18.99
2890,332,"2026-06-07 11:19:05.801837",13.99
2889,332,"2026-06-07 11:18:55.282566",12.99
2888,332,"2026-06-07 11:18:33.263186",9.99
2887,332,"2026-06-07 11:18:28.757892",9.54
2886,116,"2026-06-07 11:16:48.176404",19.29
2885,116,"2026-06-07 11:16:35.368477",12.99
2884,225,"2026-06-07 11:14:54.652394",9.49
2883,225,"2026-06-07 11:14:42.389621",31.95
2882,225,"2026-06-07 11:14:30.109179",8.99
2881,225,"2026-06-07 11:14:22.958791",11.99
2880,16,"2026-06-07 11:12:54.670112",9.49
2879,16,"2026-06-07 11:12:11.26044",22.49
2878,16,"2026-06-07 11:11:52.164169",12.49
2877,16,"2026-06-07 11:11:38.882955",9.99
2876,195,"2026-06-07 11:10:14.717301",36.99
2875,195,"2026-06-07 11:10:05.460219",11.79
2874,195,"2026-06-07 11:09:53.247752",9.99
2873,257,"2026-06-07 11:08:19.846502",19.29
2872,257,"2026-06-07 11:08:08.143782",9.99
2871,295,"2026-06-07 11:06:44.676844",12.99
2870,295,"2026-06-07 11:06:29.847873",36.99
2869,295,"2026-06-07 11:06:06.308141",9.99
2868,295,"2026-06-07 11:05:44.759473",11.99
2867,77,"2026-06-07 11:03:58.412431",9.99
2866,77,"2026-06-07 11:03:45.176379",9.99
2865,77,"2026-06-07 11:03:34.625177",8.99
2864,77,"2026-06-07 11:03:28.567201",11.99
2863,144,"2026-06-07 11:02:05.723746",30.99
2862,144,"2026-06-07 11:01:52.199846",24.99
2861,144,"2026-06-07 11:01:41.082385",22.49
2860,144,"2026-06-07 11:00:35.188833",9.99
2859,49,"2026-06-07 10:59:17.609041",22.49
2858,49,"2026-06-07 10:59:02.74206",9.49
2857,49,"2026-06-07 10:58:14.142295",9.99
2856,45,"2026-06-07 10:57:36.016971",14.50
2855,45,"2026-06-07 10:57:23.826083",33.99
2854,45,"2026-06-07 10:57:12.958921",8.99
2853,81,"2026-06-07 10:55:28.053536",8.99
2852,429,"2026-06-06 18:06:00.57675",15.99
2851,429,"2026-06-06 18:05:50.375918",14.00
2850,428,"2026-06-06 18:04:49.859095",13.99
2849,428,"2026-06-06 18:04:36.436946",22.49
2848,428,"2026-06-06 18:04:25.108242",8.99
2847,428,"2026-06-06 18:04:17.525468",14.99
2846,427,"2026-06-06 18:03:31.464475",11.99
2845,427,"2026-06-06 18:03:25.657962",9.99
2844,427,"2026-06-06 18:03:10.124752",16.80
2843,426,"2026-06-06 18:02:06.823458",19.29
2842,426,"2026-06-06 18:01:51.656649",8.99
2841,425,"2026-06-06 18:01:05.652804",16.99
2840,425,"2026-06-06 18:00:49.839209",8.99
2839,424,"2026-06-06 18:00:10.567146",31.95
2838,424,"2026-06-06 18:00:03.318133",14.49
2837,423,"2026-06-06 17:59:32.825653",13.99
2836,423,"2026-06-06 17:59:12.925819",14.99
2835,422,"2026-06-06 17:57:57.170491",18.99
2834,422,"2026-06-06 17:57:48.675964",11.50
2833,422,"2026-06-06 17:57:42.453336",8.99
2832,421,"2026-06-06 17:56:58.537422",19.99
2831,421,"2026-06-06 17:56:52.537077",21.99
2830,421,"2026-06-06 17:56:48.952542",9.99
2829,421,"2026-06-06 17:56:42.598921",9.99
2828,420,"2026-06-06 17:55:59.117562",19.29
2827,420,"2026-06-06 17:55:26.185433",13.99
2826,420,"2026-06-06 17:55:15.216123",36.99
2825,420,"2026-06-06 17:55:06.910569",28.33
2824,285,"2026-06-06 17:53:55.478712",8.99
2823,285,"2026-06-06 17:53:46.504401",22.49
2822,285,"2026-06-06 17:53:34.371303",28.33
2821,310,"2026-06-06 17:52:05.955825",19.29
2820,310,"2026-06-06 17:51:26.610366",28.33
2819,310,"2026-06-06 17:51:12.96215",9.99
2818,310,"2026-06-06 17:51:03.028666",11.99
2817,310,"2026-06-06 17:50:57.777066",12.99
2816,129,"2026-06-06 17:49:17.543363",22.49
2815,129,"2026-06-06 17:48:45.85014",8.99
2814,232,"2026-06-06 17:46:39.085834",36.99
2813,232,"2026-06-06 17:46:33.258659",25.99
2812,232,"2026-06-06 17:46:27.477984",13.99
2811,232,"2026-06-06 17:46:03.151459",12.99
2810,236,"2026-06-06 17:44:25.203519",36.99
2809,236,"2026-06-06 17:42:48.369917",11.99
2808,154,"2026-06-06 17:40:30.956211",11.99
2807,154,"2026-06-06 17:40:17.936555",18.99
2806,298,"2026-06-06 17:35:28.371084",8.99
2805,298,"2026-06-06 17:35:15.853239",11.99
2804,298,"2026-06-06 17:35:08.088814",30.99
2803,383,"2026-06-06 17:33:34.158552",5.99
2802,383,"2026-06-06 17:33:14.671366",11.99
2801,383,"2026-06-06 17:33:10.674645",11.99
2800,346,"2026-06-06 17:31:58.292698",9.49
2799,346,"2026-06-06 17:31:48.424369",18.99
2798,346,"2026-06-06 17:31:42.791674",9.49
2797,369,"2026-06-06 17:30:35.58543",11.99
2796,369,"2026-06-06 17:30:29.73929",11.99
2795,297,"2026-06-06 17:29:11.525074",9.49
2794,150,"2026-06-06 17:27:44.113821",11.49
2793,150,"2026-06-06 17:27:35.281844",9.49
2792,150,"2026-06-06 17:27:20.697968",11.99
2791,108,"2026-06-06 17:26:04.43844",36.99
2790,108,"2026-06-06 17:25:35.812659",15.49
2789,108,"2026-06-06 17:25:17.588373",14.99
2788,227,"2026-06-06 17:24:06.220202",31.95
2787,227,"2026-06-06 17:23:42.750801",13.49
2786,227,"2026-06-06 17:23:21.651443",14.99
2785,214,"2026-06-06 17:20:59.60014",45.00
2784,214,"2026-06-06 17:20:51.574041",9.49
2783,214,"2026-06-06 17:20:32.820066",11.99
2782,127,"2026-06-06 17:18:51.519244",8.99
2781,127,"2026-06-06 17:18:29.618041",28.33
2780,99,"2026-06-06 17:16:37.340861",10.49
2779,70,"2026-06-06 17:15:12.474293",17.99
2778,70,"2026-06-06 17:14:55.995786",11.69
2777,97,"2026-06-05 21:47:18.120738",28.33
